	WGS002N1	WGS002P1	WGS002P2
WGS002N1	0	0.0844591819024005	0.0660447350531502
WGS002P1	0.0844591819024005	0	0.0363039914751
WGS002P2	0.0660447350531502	0.0363039914751	0
