	WGS002N1_1	WGS002N1_2	WGS002P1_1	WGS002P2_1	WGS002P2_2
WGS002N1_1	0	0.0158887151913468	0.085995966591289	0.0356578462004122	0.0603946638836192
WGS002N1_2	0.0158887151913468	0	0.0774835303185227	0.0292243830399215	0.0510266661758305
WGS002P1_1	0.085995966591289	0.0774835303185227	0	0.0573176789214214	0.0281165139354877
WGS002P2_1	0.0356578462004122	0.0292243830399215	0.0573176789214214	0	0.0312279648783782
WGS002P2_2	0.0603946638836192	0.0510266661758305	0.0281165139354877	0.0312279648783782	0
