	WGS002N1	WGS002P1	WGS002P2
WGS002N1	0	0.0321870713217346	0.0883436716968125
WGS002P1	0.0321870713217346	0	0.0938477525140114
WGS002P2	0.0883436716968125	0.0938477525140114	0
