	WGS002N1	WGS002P1	WGS002P2
WGS002N1	0	0.0196835328757086	0.00875997265136403
WGS002P1	0.0196835328757086	0	0.0114757685675245
WGS002P2	0.00875997265136403	0.0114757685675245	0
