	WGS002N1	WGS002P1	WGS002P2
WGS002N1	0	0.0260528770097571	0.00907426544635275
WGS002P1	0.0260528770097571	0	0.0293538172853618
WGS002P2	0.00907426544635275	0.0293538172853618	0
