	WGS002N1	WGS002P1	WGS002P2
WGS002N1	0	0.0372655276365569	0.0545981919667979
WGS002P1	0.0372655276365569	0	0.0302112531037006
WGS002P2	0.0545981919667979	0.0302112531037006	0
