	WGS002N1	WGS002P1	WGS002P2
WGS002N1	0	0.0150478450115801	0.026403423715518
WGS002P1	0.0150478450115801	0	0.0257309408309382
WGS002P2	0.026403423715518	0.0257309408309382	0
