	WGS002N1	WGS002P1	WGS002P2
WGS002N1	0	0.000479676110473509	0.000732539555530226
WGS002P1	0.000479676110473509	0	0.00121221542878779
WGS002P2	0.000732539555530226	0.00121221542878779	0
