	WGS002N1_1	WGS002N1_2	WGS002P1_1	WGS002P1_2	WGS002P2_1	WGS002P2_2
WGS002N1_1	0	0.0186918089921179	0.22769784009889	0.224512117966495	0.101771396753354	0.0945190142492515
WGS002N1_2	0.0186918089921179	0	0.227738527844642	0.222046775846581	0.108621532166149	0.0999079355227682
WGS002P1_1	0.22769784009889	0.227738527844642	0	0.0503162992783734	0.268990806317232	0.265456120120011
WGS002P1_2	0.224512117966495	0.222046775846581	0.0503162992783734	0	0.28171972113263	0.276626055715281
WGS002P2_1	0.101771396753354	0.108621532166149	0.268990806317232	0.28171972113263	0	0.012860099080167
WGS002P2_2	0.0945190142492515	0.0999079355227682	0.265456120120011	0.276626055715281	0.012860099080167	0
