	WGS002N1	WGS002P1	WGS002P2
WGS002N1	0	0.0441426172729566	0.0405611729235463
WGS002P1	0.0441426172729566	0	0.0483582994637566
WGS002P2	0.0405611729235463	0.0483582994637566	0
