Sample	Marker	Overlap_Score
WGS002N1	JF21_WGS00B_0.1	0
WGS002N1	Nax11_WGS00B_0.1	0
WGS002N1	Nax15_WGS00B_0.1	0
WGS002N1	Nax17LA_WGS00B_0.1	0
WGS002N1	Nax17UA_WGS00B_0.1	0
WGS002N1	Nax30_WGS00B_0.1	0
WGS002N1	Nax38_WGS00B_0.1	0
WGS002N1	Nax40_WGS00B_0.1	0
WGS002N1	Nax43_WGS00B_0.1	0
WGS002N1	Nax47_WGS00B_0.1	0
WGS002N1	Nax49_WGS00B_0.1	0
WGS002N1	Nax50_WGS00B_0.1	0
WGS002N1	Nax51_WGS00B_0.1	0
WGS002N1	Nax55_WGS00B_0.1	0
WGS002N1	Nax56_WGS00B_0.1	0
WGS002N1	Nax68_WGS00B_0.1	0
WGS002N1	S1124_WGS00B_0.1	0
WGS002N1	Sal2_WGS00B_0.1	0
WGS002N1	Sal21_WGS00B_0.1	0
WGS002N1	Sal22LA_WGS00B_0.1	0
WGS002N1	Sal22UA_WGS00B_0.1	0
WGS002N1	Sal26_WGS00B_0.1	0
WGS002N1	Sal27_WGS00B_0.1	0
WGS002N1	Sal45_WGS00B_0.1	0
WGS002N1	Sal46_WGS00B_0.1	0
WGS002N1	Sal52_WGS00B_0.1	0
WGS002N1	Sal57_WGS00B_0.1	0
WGS002N1	Sal58_WGS00B_0.1	0
WGS002N1	Sal66_WGS00B_0.1	0
WGS002N1	Sal74_WGS00B_0.1	0
WGS002N1	Sal78_WGS00B_0.1	0
WGS002N1	Sal84_WGS00B_0.1	0
WGS002N1	Sal87_WGS00B_0.1	0
WGS002P1	JF21_WGS00B_0.1	0.224024712981997
WGS002P1	Nax11_WGS00B_0.1	0.0225551704245228
WGS002P1	Nax15_WGS00B_0.1	0.0158440168008125
WGS002P1	Nax17LA_WGS00B_0.1	0.0232530815971152
WGS002P1	Nax17UA_WGS00B_0.1	0.0238766093424734
WGS002P1	Nax30_WGS00B_0.1	0.0669142720327103
WGS002P1	Nax38_WGS00B_0.1	0.0191487695140028
WGS002P1	Nax40_WGS00B_0.1	0.0327828501204243
WGS002P1	Nax43_WGS00B_0.1	0.0121080056325979
WGS002P1	Nax47_WGS00B_0.1	0.0441988354315751
WGS002P1	Nax49_WGS00B_0.1	0.0294028393104752
WGS002P1	Nax50_WGS00B_0.1	0.051647401327854
WGS002P1	Nax51_WGS00B_0.1	0.116656990057632
WGS002P1	Nax55_WGS00B_0.1	0.00963907542535532
WGS002P1	Nax56_WGS00B_0.1	0.121330157509723
WGS002P1	Nax68_WGS00B_0.1	0.0203749263045302
WGS002P1	S1124_WGS00B_0.1	0.0574474892845477
WGS002P1	Sal2_WGS00B_0.1	0.000494486769848645
WGS002P1	Sal21_WGS00B_0.1	0.0412839852107446
WGS002P1	Sal22LA_WGS00B_0.1	0.0672706204699135
WGS002P1	Sal22UA_WGS00B_0.1	0.0118355984852617
WGS002P1	Sal26_WGS00B_0.1	0.013940923429291
WGS002P1	Sal27_WGS00B_0.1	0.0564101831274948
WGS002P1	Sal45_WGS00B_0.1	0.0138142603897186
WGS002P1	Sal46_WGS00B_0.1	0.00846946196371944
WGS002P1	Sal52_WGS00B_0.1	0.0341491416991141
WGS002P1	Sal57_WGS00B_0.1	0.00887970426938595
WGS002P1	Sal58_WGS00B_0.1	0.0381465702910107
WGS002P1	Sal66_WGS00B_0.1	0.00937889953009055
WGS002P1	Sal74_WGS00B_0.1	0.0430961506724868
WGS002P1	Sal78_WGS00B_0.1	0.0232158990425036
WGS002P1	Sal84_WGS00B_0.1	0.0308180902342023
WGS002P1	Sal87_WGS00B_0.1	0.0338750923623477
WGS002P2	JF21_WGS00B_0.1	0.0895027302497177
WGS002P2	Nax11_WGS00B_0.1	0.0143250014076441
WGS002P2	Nax15_WGS00B_0.1	0.0248295524725964
WGS002P2	Nax17LA_WGS00B_0.1	0.00752930212942293
WGS002P2	Nax17UA_WGS00B_0.1	0.0307128980210083
WGS002P2	Nax30_WGS00B_0.1	0.0850812911573513
WGS002P2	Nax38_WGS00B_0.1	0.0602579468058365
WGS002P2	Nax40_WGS00B_0.1	0.00961892553968685
WGS002P2	Nax43_WGS00B_0.1	0.033724105258265
WGS002P2	Nax47_WGS00B_0.1	0.0478559283715113
WGS002P2	Nax49_WGS00B_0.1	0.0161429575054576
WGS002P2	Nax50_WGS00B_0.1	0.0476259424655745
WGS002P2	Nax51_WGS00B_0.1	0.0949127682784959
WGS002P2	Nax55_WGS00B_0.1	0.0272383953851777
WGS002P2	Nax56_WGS00B_0.1	0.0563600935400437
WGS002P2	Nax68_WGS00B_0.1	0.00774660298274935
WGS002P2	S1124_WGS00B_0.1	0.0543046895784561
WGS002P2	Sal2_WGS00B_0.1	0.000755751692221529
WGS002P2	Sal21_WGS00B_0.1	0.037903853190907
WGS002P2	Sal22LA_WGS00B_0.1	0.0268381416177054
WGS002P2	Sal22UA_WGS00B_0.1	0.0138144619964808
WGS002P2	Sal26_WGS00B_0.1	0.0119942068127414
WGS002P2	Sal27_WGS00B_0.1	0.050090967227131
WGS002P2	Sal45_WGS00B_0.1	0.012286929792796
WGS002P2	Sal46_WGS00B_0.1	0.011558513967706
WGS002P2	Sal52_WGS00B_0.1	0.0953389308971572
WGS002P2	Sal57_WGS00B_0.1	0.0255393729077939
WGS002P2	Sal58_WGS00B_0.1	0.00839846353112653
WGS002P2	Sal66_WGS00B_0.1	0.050451390908373
WGS002P2	Sal74_WGS00B_0.1	0.0198855144544552
WGS002P2	Sal78_WGS00B_0.1	0.00481088030804507
WGS002P2	Sal84_WGS00B_0.1	0.081598277674594
WGS002P2	Sal87_WGS00B_0.1	0.0484853264887319
