	WGS002N1	WGS002P1	WGS002P2
WGS002N1	0	0.0350267963278314	0.021375640857242
WGS002P1	0.0350267963278314	0	0.0272550453676388
WGS002P2	0.021375640857242	0.0272550453676388	0
