	WGS002N1	WGS002P1	WGS002P2
WGS002N1	0	0.0132239762243185	0.0417574200503632
WGS002P1	0.0132239762243185	0	0.0337970711079501
WGS002P2	0.0417574200503632	0.0337970711079501	0
