	WGS002N1	WGS002P1	WGS002P2
WGS002N1	0	0.111489218117112	0.0539572520156257
WGS002P1	0.111489218117112	0	0.0620563479130245
WGS002P2	0.0539572520156257	0.0620563479130245	0
