	WGS002N1	WGS002P1	WGS002P2
WGS002N1	0	0.0480369441743447	0.0468318130393874
WGS002P1	0.0480369441743447	0	0.0308516420518213
WGS002P2	0.0468318130393874	0.0308516420518213	0
