	WGS002N1	WGS002P1	WGS002P2
WGS002N1	0	0.0253203757505245	0.0321525249695177
WGS002P1	0.0253203757505245	0	0.0147195186436501
WGS002P2	0.0321525249695177	0.0147195186436501	0
