	WGS002N1	WGS002P1	WGS002P2
WGS002N1	0	0.0258268270851466	0.0165989508112919
WGS002P1	0.0258268270851466	0	0.0329504270793398
WGS002P2	0.0165989508112919	0.0329504270793398	0
