	WGS002N1	WGS002P1	WGS002P2
WGS002N1	0	0.0144450696031134	0.0566042515868955
WGS002P1	0.0144450696031134	0	0.0688217449494321
WGS002P2	0.0566042515868955	0.0688217449494321	0
