	WGS002N1	WGS002P1	WGS002P2
WGS002N1	0	0.0135371332840227	0.030219870532878
WGS002P1	0.0135371332840227	0	0.0239526983052412
WGS002P2	0.030219870532878	0.0239526983052412	0
