	WGS002N1	WGS002P1	WGS002P2
WGS002N1	0	0.0492049433281782	0.0219596844235648
WGS002P1	0.0492049433281782	0	0.040191458367422
WGS002P2	0.0219596844235648	0.040191458367422	0
