	WGS002N1	WGS002P1	WGS002P2
WGS002N1	0	0.0401460852050816	0.0384757541103473
WGS002P1	0.0401460852050816	0	0.0293937212977813
WGS002P2	0.0384757541103473	0.0293937212977813	0
