	WGS002N1	WGS002P1	WGS002P2
WGS002N1	0	0.101908972156381	0.0853871864795544
WGS002P1	0.101908972156381	0	0.0317476868787299
WGS002P2	0.0853871864795544	0.0317476868787299	0
