	WGS002N1	WGS002P1	WGS002P2
WGS002N1	0	0.0843833537143331	0.0765740104131862
WGS002P1	0.0843833537143331	0	0.106031992353631
WGS002P2	0.0765740104131862	0.106031992353631	0
