	WGS002N1	WGS002P1	WGS002P2
WGS002N1	0	0.0191760123709475	0.0285976773485072
WGS002P1	0.0191760123709475	0	0.0412246870606957
WGS002P2	0.0285976773485072	0.0412246870606957	0
