	WGS002N1	WGS002P1	WGS002P2
WGS002N1	0	0.0217386939426964	0.00509857600232052
WGS002P1	0.0217386939426964	0	0.021435303473931
WGS002P2	0.00509857600232052	0.021435303473931	0
