	WGS002N1_1	WGS002N1_2	WGS002P1_1	WGS002P1_2	WGS002P2_1	WGS002P2_2
WGS002N1_1	0	0.031168184201387	0.0313199161439157	0.0248023397759227	0.0273246337050971	0.0391318182798957
WGS002N1_2	0.031168184201387	0	0.0549371975614016	0.048915400574752	0.0542517605092558	0.0673646139554374
WGS002P1_1	0.0313199161439157	0.0549371975614016	0	0.00940386436970924	0.023533292021265	0.0326276737680816
WGS002P1_2	0.0248023397759227	0.048915400574752	0.00940386436970924	0	0.0238673381929742	0.0320617991904809
WGS002P2_1	0.0273246337050971	0.0542517605092558	0.023533292021265	0.0238673381929742	0	0.0230277834112765
WGS002P2_2	0.0391318182798957	0.0673646139554374	0.0326276737680816	0.0320617991904809	0.0230277834112765	0
