	WGS004N1_1	WGS004N1_2	WGS004P1_1	WGS004P2_1	WGS004P2_2
WGS004N1_1	0	0.0204814743889212	0.022079830427284	0.00468529179076706	0.0264418207185432
WGS004N1_2	0.0204814743889212	0	0.026407968442762	0.0177767931232408	0.0312879054556386
WGS004P1_1	0.022079830427284	0.026407968442762	0	0.0186668506458017	0.0182523047662224
WGS004P2_1	0.00468529179076706	0.0177767931232408	0.0186668506458017	0	0.0255375544212564
WGS004P2_2	0.0264418207185432	0.0312879054556386	0.0182523047662224	0.0255375544212564	0
