	WGS004N1	WGS004P1	WGS004P2
WGS004N1	0	0.0196010403700812	0.0532278776425699
WGS004P1	0.0196010403700812	0	0.0484323022421613
WGS004P2	0.0532278776425699	0.0484323022421613	0
