	WGS004N1	WGS004P1	WGS004P2
WGS004N1	0	0.0212094123170556	0.0261289375772503
WGS004P1	0.0212094123170556	0	0.0160392558800901
WGS004P2	0.0261289375772503	0.0160392558800901	0
