	WGS004N1_1	WGS004N1_2	WGS004P1_1	WGS004P1_2	WGS004P2_1	WGS004P2_2
WGS004N1_1	0	0.0212434782118053	0.0139185606816875	0.0241342810120884	0.0181454930610013	0.0349209916682003
WGS004N1_2	0.0212434782118053	0	0.0110476501276313	0.00682284164118308	0.0112981084940932	0.0158652185927309
WGS004P1_1	0.0139185606816875	0.0110476501276313	0	0.0127274653764724	0.0060817968806982	0.0217135128532818
WGS004P1_2	0.0241342810120884	0.00682284164118308	0.0127274653764724	0	0.0141267930061697	0.0119340489896701
WGS004P2_1	0.0181454930610013	0.0112981084940932	0.0060817968806982	0.0141267930061697	0	0.0202574011960491
WGS004P2_2	0.0349209916682003	0.0158652185927309	0.0217135128532818	0.0119340489896701	0.0202574011960491	0
