	WGS004N1	WGS004P1	WGS004P2
WGS004N1	0	0.022079830427284	0.00468529179076706
WGS004P1	0.022079830427284	0	0.0186668506458017
WGS004P2	0.00468529179076706	0.0186668506458017	0
