	WGS004N1	WGS004P1	WGS004P2
WGS004N1	0	0.0188068310222278	0.010009779053675
WGS004P1	0.0188068310222278	0	0.0169407531181406
WGS004P2	0.010009779053675	0.0169407531181406	0
