	WGS004N1	WGS004P1	WGS004P2
WGS004N1	0	0.0227783413551434	0.0135559095624021
WGS004P1	0.0227783413551434	0	0.0247243702504307
WGS004P2	0.0135559095624021	0.0247243702504307	0
