	WGS004N1	WGS004P1	WGS004P2
WGS004N1	0	0.0231643228433026	0.0199210300968926
WGS004P1	0.0231643228433026	0	0.00816061168249075
WGS004P2	0.0199210300968926	0.00816061168249075	0
