	WGS004N1	WGS004P1	WGS004P2
WGS004N1	0	0.0138996875320302	0.00418537748192633
WGS004P1	0.0138996875320302	0	0.017738549533862
WGS004P2	0.00418537748192633	0.017738549533862	0
