	WGS004N1_1	WGS004N1_2	WGS004P1_1	WGS004P1_2	WGS004P2_1	WGS004P2_2
WGS004N1_1	0	0.0174265579907475	0.0234564440643748	0.0107445734976363	0.0132680142804389	0.0178550349738329
WGS004N1_2	0.0174265579907475	0	0.0385356024037653	0.0147614857933785	0.00837271000420483	0.0131618751544908
WGS004P1_1	0.0234564440643748	0.0385356024037653	0	0.0333621070399998	0.0313722640005546	0.0321129893673431
WGS004P1_2	0.0107445734976363	0.0147614857933785	0.0333621070399998	0	0.0159354363126493	0.021519178823884
WGS004P2_1	0.0132680142804389	0.00837271000420483	0.0313722640005546	0.0159354363126493	0	0.00681918157442143
WGS004P2_2	0.0178550349738329	0.0131618751544908	0.0321129893673431	0.021519178823884	0.00681918157442143	0
