	WGS004N1	WGS004P1	WGS004P2
WGS004N1	0	0.00927631678377398	0.0235571503700237
WGS004P1	0.00927631678377398	0	0.0181397091395654
WGS004P2	0.0235571503700237	0.0181397091395654	0
