	WGS004N1	WGS004P1	WGS004P2
WGS004N1	0	0.0066259453740714	0.0841749819683919
WGS004P1	0.0066259453740714	0	0.079536159798862
WGS004P2	0.0841749819683919	0.079536159798862	0
