	WGS004N1	WGS004P1	WGS004P2
WGS004N1	0	0.0754794440862988	0.047215202344722
WGS004P1	0.0754794440862988	0	0.0306604126144845
WGS004P2	0.047215202344722	0.0306604126144845	0
