	WGS004N1_1	WGS004N1_2	WGS004P1_1	WGS004P2_1	WGS004P2_2
WGS004N1_1	0	0.0185677527879018	0.00246337124952919	0.0094636796176647	0.000476487662716253
WGS004N1_2	0.0185677527879018	0	0.0210306086151542	0.00910494448969452	0.019044149926733
WGS004P1_1	0.00246337124952919	0.0210306086151542	0	0.0119269036906061	0.00198688480518493
WGS004P2_1	0.0094636796176647	0.00910494448969452	0.0119269036906061	0	0.00994014349120854
WGS004P2_2	0.000476487662716253	0.019044149926733	0.00198688480518493	0.00994014349120854	0
