	WGS004N1	WGS004P1	WGS004P2
WGS004N1	0	0.0254468960025261	0.0294192641619488
WGS004P1	0.0254468960025261	0	0.0164806441480573
WGS004P2	0.0294192641619488	0.0164806441480573	0
