	WGS004N1	WGS004P1	WGS004P2
WGS004N1	0	0.0159467535081693	0.0145452909949098
WGS004P1	0.0159467535081693	0	0.011342432978229
WGS004P2	0.0145452909949098	0.011342432978229	0
