	WGS004N1	WGS004P1	WGS004P2
WGS004N1	0	0.0428305763057048	0.0276077985999762
WGS004P1	0.0428305763057048	0	0.0464974106016481
WGS004P2	0.0276077985999762	0.0464974106016481	0
