	WGS004N1	WGS004P1	WGS004P2
WGS004N1	0	0.000536310153183394	0.0209610822968085
WGS004P1	0.000536310153183394	0	0.0214972933925189
WGS004P2	0.0209610822968085	0.0214972933925189	0
