	WGS004N1	WGS004P1	WGS004P2
WGS004N1	0	0.00875594807502329	0.0070398477676987
WGS004P1	0.00875594807502329	0	0.0115481600785106
WGS004P2	0.0070398477676987	0.0115481600785106	0
