	WGS004N1_1	WGS004N1_2	WGS004P1_1	WGS004P1_2	WGS004P2_2
WGS004N1_1	0	0.0459305938965605	0.015760465886793	0.0671629785888548	0.0528649569797119
WGS004N1_2	0.0459305938965605	0	0.0440552841744824	0.0286337613993114	0.0296676031201978
WGS004P1_1	0.015760465886793	0.0440552841744824	0	0.0650259794083892	0.0521741539032057
WGS004P1_2	0.0671629785888548	0.0286337613993114	0.0650259794083892	0	0.0392982991402909
WGS004P2_2	0.0528649569797119	0.0296676031201978	0.0521741539032057	0.0392982991402909	0
