	WGS004N1	WGS004P1	WGS004P2
WGS004N1	0	0.00246337124952919	0.0094636796176647
WGS004P1	0.00246337124952919	0	0.0119269036906061
WGS004P2	0.0094636796176647	0.0119269036906061	0
