	WGS004N1_1	WGS004N1_2	WGS004P1_1	WGS004P2_1	WGS004P2_2
WGS004N1_1	0	0.0286399133383426	0.0194108357163009	0.0165641610926893	0.030837561994745
WGS004N1_2	0.0286399133383426	0	0.0200685617538507	0.0131647354723773	0.0168497599601062
WGS004P1_1	0.0194108357163009	0.0200685617538507	0	0.0127417668600316	0.0198521674463836
WGS004P2_1	0.0165641610926893	0.0131647354723773	0.0127417668600316	0	0.0217197889908267
WGS004P2_2	0.030837561994745	0.0168497599601062	0.0198521674463836	0.0217197889908267	0
