	WGS004N1	WGS004P1	WGS004P2
WGS004N1	0	0.0182296405538884	0.0220100942798829
WGS004P1	0.0182296405538884	0	0.00882606897894403
WGS004P2	0.0220100942798829	0.00882606897894403	0
