	WGS004N1	WGS004P1	WGS004P2
WGS004N1	0	0.0134468246180313	0.00770932361496867
WGS004P1	0.0134468246180313	0	0.006187279480867
WGS004P2	0.00770932361496867	0.006187279480867	0
