	WGS004N1	WGS004P1	WGS004P2
WGS004N1	0	0.0194108357163009	0.0165641610926893
WGS004P1	0.0194108357163009	0	0.0127417668600316
WGS004P2	0.0165641610926893	0.0127417668600316	0
