	WGS004N1	WGS004P1	WGS004P2
WGS004N1	0	0.015760465886793	0.0528649569797119
WGS004P1	0.015760465886793	0	0.0521741539032057
WGS004P2	0.0528649569797119	0.0521741539032057	0
