	WGS004N1	WGS004P1	WGS004P2
WGS004N1	0	0.0229009293361945	0.0626055585608436
WGS004P1	0.0229009293361945	0	0.0529956599232536
WGS004P2	0.0626055585608436	0.0529956599232536	0
