	WGS004N1	WGS004P1	WGS004P2
WGS004N1	0	0.0369953174496608	0.0285077855281679
WGS004P1	0.0369953174496608	0	0.0106176657112016
WGS004P2	0.0285077855281679	0.0106176657112016	0
