	WGS004N1_1	WGS004N1_2	WGS004P1_1	WGS004P1_2	WGS004P2_1	WGS004P2_2
WGS004N1_1	0	0.0359397718681889	0.0248434204231242	0.0290213294745205	0.0532817515999387	0.0364263254675203
WGS004N1_2	0.0359397718681889	0	0.0196010403700812	0.0153820090111004	0.0532278776425699	0.0349714022021997
WGS004P1_1	0.0248434204231242	0.0196010403700812	0	0.0150967531533983	0.0484323022421613	0.0259084196364364
WGS004P1_2	0.0290213294745205	0.0153820090111004	0.0150967531533983	0	0.053685352577497	0.0342187009594326
WGS004P2_1	0.0532817515999387	0.0532278776425699	0.0484323022421613	0.053685352577497	0	0.0289448157746156
WGS004P2_2	0.0364263254675203	0.0349714022021997	0.0259084196364364	0.0342187009594326	0.0289448157746156	0
