	WGS004N1	WGS004P1	WGS004P2
WGS004N1	0	0.0123406745185091	0.016683311553233
WGS004P1	0.0123406745185091	0	0.0144586985873287
WGS004P2	0.016683311553233	0.0144586985873287	0
