	WGS004N1	WGS004P1	WGS004P2
WGS004N1	0	0.01434808277224	0.00938857692078794
WGS004P1	0.01434808277224	0	0.0229398094125352
WGS004P2	0.00938857692078794	0.0229398094125352	0
