	WGS004N1	WGS004P1	WGS004P2
WGS004N1	0	0.0111236509929746	0.00605773780982233
WGS004P1	0.0111236509929746	0	0.016264131798412
WGS004P2	0.00605773780982233	0.016264131798412	0
