	WGS004N1_1	WGS004N1_2	WGS004P1_1	WGS004P2_1	WGS004P2_2
WGS004N1_1	0	0.0304301855205704	0.000536310153183394	0.0209610822968085	0.0264739078103938
WGS004N1_2	0.0304301855205704	0	0.0309662867803502	0.00947165026398692	0.00395762890082963
WGS004P1_1	0.000536310153183394	0.0309662867803502	0	0.0214972933925189	0.0270100600049663
WGS004P2_1	0.0209610822968085	0.00947165026398692	0.0214972933925189	0	0.00551411076923686
WGS004P2_2	0.0264739078103938	0.00395762890082963	0.0270100600049663	0.00551411076923686	0
