	WGS004N1	WGS004P1	WGS004P2
WGS004N1	0	0.0238314431577813	0.0305052145612818
WGS004P1	0.0238314431577813	0	0.0171908198490136
WGS004P2	0.0305052145612818	0.0171908198490136	0
