	WGS004N1	WGS004P1	WGS004P2
WGS004N1	0	0.0331560923588651	0.0807726516758007
WGS004P1	0.0331560923588651	0	0.0476626568730538
WGS004P2	0.0807726516758007	0.0476626568730538	0
