	WGS004N1	WGS004P1	WGS004P2
WGS004N1	0	0.0172739597636923	0.0155294880972858
WGS004P1	0.0172739597636923	0	0.0183059712068436
WGS004P2	0.0155294880972858	0.0183059712068436	0
