	WGS004N1	WGS004P1	WGS004P2
WGS004N1	0	0.0102781238691861	0.00481854290096354
WGS004P1	0.0102781238691861	0	0.00777362277207564
WGS004P2	0.00481854290096354	0.00777362277207564	0
