	WGS004N1	WGS004P1	WGS004P2
WGS004N1	0	0.014949795172452	0.0192381885008172
WGS004P1	0.014949795172452	0	0.0103927633301843
WGS004P2	0.0192381885008172	0.0103927633301843	0
